_id,Year,Ontario GHG ID,Facility Owner,Facility Name,Facility City,Facility Primary NAICS Code,Carbon dioxide (CO2) from non-biomass in CO2e (t),Carbon dioxide (CO2) from biomass in CO2e (t),Methane (CH4) in CO2e (t),Nitrous oxide (N2O) in CO2e (t),Sulphur hexafluoride (SF6) in CO2e (t),Hydrofluorocarbons (HFCs) in CO2e (t),Perfluorocarbons (PFCs) in CO2e (t),Nitrogen Trifluoride (NF3) in CO2e (t),Total CO2e from all sources in CO2e (t),Reporting Amount in CO2e (t),Verification Amount in CO2e (t),Accredited Verification Body,EPS Facility
1,2023,1001,ADM Agri-Industries Company,ADM AGRI-INDUSTRIES - ADM Windsor,Windsor,311224,83961.5786,,48.2832,390.292,,,,,84401,"84,401","84,401",Dillon Consulting Limited,Yes
2,2023,1002,Air Products Canada Ltd.,Corunna Hydrogen Facility,Corunna,325120,558188.1,,122.108,1026.451,,,,,559337,"559,337","559,337",Tetra Tech Canada,Yes
3,2023,1003,Emerald Energy From Waste Inc.,Emerald Energy from Waste Inc.,Brampton,562210,92837.434,52863,1300.796,990.04,,,,,147992,"95,129","94,643",,No
4,2023,1005,ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc. partners in ArcelorMittal Dofasco G.P.,ArcelorMittal Dofasco,Hamilton,331110,4160933.014,753.731,910.236264,6440.2579,,,,,4169038,"4,168,284","4,168,284",GHD Limited,Yes
5,2023,1006,Atlantic Packaging Products Ltd.,111 Progress,Scarborough,322130,42816,6510,28.0616,222.176,,,,,49577,"43,067","43,067",Dillon Consulting,Yes
6,2023,1007,Kap Power Corp,Kapuskasing Power Plant,Kapuskasing,221112,98.4131,,0.054208,0.477265,,,,,99,99,99,Dillon Consulting Limited,Yes
7,2023,1008,Atlantic Power LP,Nipigon Power Plant,Nipigon,221112,358.1451,,1.48526,2.085285,,,,,362,362,362,Dillon Consulting,Yes
8,2023,1009,Bay Power Corp,North Bay Power Plant,North Bay,221112,112.8801,,0.061852,0.519665,,,,,114,114,114,Dillon Consulting Limited,Yes
9,2023,1010,Atlantic Power LP,Tunis Power Plant,Tunis,221112,6613.3628,,46.797128,45.046555,,,,,6706,"6,706","6,706",Dillon Consulting,Yes
10,2023,1011,Brampton Brick Limited,Brampton Brick Limited,Brampton,327120,54261.7,,16.8,145.75,,,,,54425,"54,425","54,425",RWDI,Yes
11,2023,1012,Brighton Beach Power L.P.,Brighton Beach Power,Windsor,221112,301393.0395,,2233.788368,2122.8991,,,,,305750,"305,750","305,750",GHD Limited,Yes
12,2023,1013,Brock University,Brock University,St. Catharines,611310,21765.51,,138.768,143.895,,,,,22049,"22,049","22,049",Dillon Consulting,Yes
13,2023,1016,Bunge Canada,BUNGE CANADA - HAMILTON,HAMILTON,311224,48534.3518,,26.092304,219.24351,,,,,48780,"48,780","48,780",GHD Limited,Yes
14,2023,1017,Cabot Canada Limited,Cabot Canada Limited,Sarnia,325189,230616.2871,,2.3828,17.5695,,,,,230637,"230,637","230,637",GHD Limited,Yes
15,2023,1018,CGC Inc.,CGC Hagersville Plant,HAGERSVILLE,327420,79700.8276,,50.0836,371.7155,,,,,80123,"80,123","80,123",RWDI,Yes
16,2023,1019,"Cardinal Power of Canada, L.P.",Cardinal Power,Cardinal,221112,31110.25,,165.3512,194.177425,,,,,31470,"31,470","31,470",Stantec Consulting Ltd.,Yes
17,2023,1020,Carmeuse Lime Canada Limited,Beachville Operation,Ingersoll,327410,380042.8858,,91.26292,566.8138,,,,,380701,"380,701","380,679",SCV consulting,Yes
18,2023,1021,Carmeuse Lime Canada Limited,Dundas Operations,Dundas,327410,425710.6703,,132.8901,442.50389,,,,,426287,"426,287","426,287",SCV Consulting Limited,Yes
19,2023,1022,Carmeuse Lime Canada Limited,Northern Lime Limited,Blind River,327410,118051.228,,473.0516,102.1575,,,,,118627,"118,627","118,171",SCV Consulting,Yes
20,2023,1023,Cascades Canada ULC,"Cascades Containerboard Packaging, A Division of Cascades Canada ULC.",TRENTON,322130,56568.78,,30.05716,252.6192,,,,,56852,"56,852","56,852",GHD,Yes
21,2023,1024,"CertainTeed Canada, Inc.",Toronto Board Plant,Mississauga,327420,36070.7757,,22.00814,168.42181,,,,,36262,"36,262","36,262",Dillon Consulting Limited,Yes
22,2023,1025,FCA Canada Inc.,Brampton Assembly Plant,Brampton,336110,62525.41905,,34.12752,285.585465,,,,,62846,"62,846","62,592",GHD Inc.,Yes
23,2023,1026,FCA Canada Inc.,FCA Canada Inc. - Windsor Assembly Plant,Windsor,336110,48007.56062,,26.394284,219.158445,,,,,48254,"48,254","47,719",GHD Inc.,Yes
24,2023,1027,City of Ottawa,Trail Road Waste Facility,Ottawa,562210,879.716,18156.72,75701.472,159.579555,,,,,94898,"76,741","23,490",,No
25,2023,1029,"Clean Harbors Canada, Inc. [principal]",Clean Harbors Canada Inc. [Corunna],Corunna,562210,56016.8498,,5.32,42.4,,,,,56065,"56,065","64,359",,No
26,2023,1030,Birla Carbon Canada Ltd.,Birla Carbon Canada Ltd.,Hamilton,325189,205969.307,,2.772,23.32,,,,,205996,"205,996","205,996",SCV Consulting Ltd.,Yes
27,2023,1031,Descor Industries Inc.,Descor Industries Inc.,Markham,337213,383.94,,0.2128,1.7755,,,,,386,386,386,,No
28,2023,1032,Dryden Fibre Canada ULC,Dryden Mill,Dryden,322112,82134.8208,733175.784,22664.5552,2004.195,,,,,839980,"106,804","84,777",SCV Consulting LTD.,Yes
29,2023,1033,Domtar Inc.,Espanola Mill,Espanola,322121,165343.582,381642.39,21003.6736,1503.6365,,26.117,,,569520,"187,878","167,226",GHD Limited,Yes
30,2023,1035,East Windsor Cogeneration LP,East Windsor Cogeneration Centre,Windsor,221112,6346.0562,,52.19312,43.46265,,,,,6442,"6,442","6,436",KPMG Performance Registrar Inc.,Yes
31,2023,1039,Enwave Energy Corporation,Pearl Street Steam Plant,TORONTO,221330,130337.184,,76.468,598.635,,,,,131013,"131,013","131,013",,No
32,2023,1040,Enwave Energy Corporation,Walton Street Steam Plant,TORONTO,221330,79948.71,,43.512,365.965,,,,,80359,"80,359","80,359",,No
33,2023,1042,Algoma Steel Inc.,Algoma Steel Inc,Sault Ste. Marie,331110,4276836.1,,11170.432,4159.6838,,,,,4292167,"4,292,167","4,281,546",PricewaterhouseCoopers LLP,Yes
34,2023,1043,Lehigh Hanson Materials Limited,Picton  Plant,Picton,327310,594684.4489,,759.43056,739.09984,,,,,596183,"596,183","595,527",Dillon Consulting,Yes
35,2023,1045,Federal White Cement Ltd.,Woodstock Plant,Woodstock,327310,399518.6593,,121.8112,522.5535,,,,,400164,"400,164","399,621",SCV Consulting Ltd.,Yes
36,2023,1046,Arauco Canada Limited,Flakeboard Company Limited,Sault Ste Marie,321216,31225.15809,34299.0053,74.403756,513.91397,,,,,66113,"31,814","31,802",GHD Limited,Yes
37,2023,1047,"Ford Motor Company of Canada, Limited",Ford Oakville Assembly Complex,Oakville,336110,65009.378,,35.694036,294.980245,,,,,65341,"65,341","65,368","Advanced Waste Management Systems, Inc",Yes
38,2023,1049,London District Energy LP,London District Energy,LONDON,221330,45649.68,,189.448,265.53,,,,,46105,"46,105","46,105",GHD,Yes
39,2023,1051,Engie Canada,West Windsor Power,Windsor,221112,12426.39776,,92.486492,87.456095,,,,,12607,"12,607","12,607",RWDI,Yes
40,2023,1052,General Motors of Canada Company,CAMI Assembly Plant,Ingersoll,336110,11551.735,,6.3392,52.258,,,,,11611,"11,611","11,382",GHD Limited,Yes
41,2023,1053,General Motors of Canada Company,Oshawa Assembly Plant,Oshawa,336110,87750.5855,,47.5832,399.1695,,,,,88198,"88,198","88,055",GHD Limited,Yes
42,2023,1054,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Cambridge Mill",Cambridge,331110,14690.8039,1532.4196,16.78614,75.604765,,,,,16316,"14,784","14,784",GHD Limited,Yes
43,2023,1055,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Whitby Mill",Whitby,331110,96763.51367,,38.296048,311.407595,,44.2247,,,97158,"97,158","97,114",GHD Limited,Yes
44,2023,1056,GOLDCORP CANADA LTD,Musselwhite Mine,"N/A Concession, Kenora District",212220,36504.5732,456.49,45.56902,307.26379,,17.368,,,37332,"36,875","36,589",RWDI Air Inc,Yes
45,2023,1057,Goreway Station Partnership,Goreway Power Station,Brampton,221112,981075.8707,,7132.72,6752.995,,28.25072,,,994990,"994,990","994,908",KPMG Performance Registrar Inc.,Yes
46,2023,1058,Greater Toronto Airports Authority,Toronto Pearson International Airport,Mississauga,488190,53245.214,,29.39916,240.9327,,,,,53516,"53,516","53,516",Dillon Consulting Limited,Yes
47,2023,1059,"Greenfield Energy Centre, LP",Greenfield Energy Centre LP,Courtright,221112,1348578.277,,9780.2012,9259.8685,,,,,1367619,"1,367,619","1,367,619",Stantec Consulting LTD,Yes
48,2023,1060,Greenfield Global Inc.,Chatham,Chatham,325190,131634.5577,587.46,121.82758,603.77282,,,,,132948,"132,361","132,361",KPMG Performance Registrar Inc.,Yes
49,2023,1061,Greenfield Global Inc.,Johnstown,Johnstown,325190,106043.6965,,57.84268,486.45785,,,,,106588,"106,588","106,588",KPMG Performance Registrar Inc.,Yes
50,2023,1062,Highbury Canco Corporation,Highbury Canco Corporation,Leamington,311420,53029.74108,,28.352856,239.707605,,,,,53298,"53,298","53,211",Tetra Tech QI inc.,Yes
51,2023,1063,Hamilton Health Sciences Corporation,McMaster University Medical Centre Co-generation Plant,HAMITON,622112,8365.7605,,60.354,57.1605,,,,,8484,"8,484","8,484",Dillon Consulting Limited,Yes
52,2023,1065,Meridian Brick,Canada Brick - Aldershot,ALDERSHOT,327120,33306.3451,,12.5846,111.8989,,,,,33431,"33,431","33,038",,Yes
53,2023,1066,Meridian Brick,Canada Brick - Burlington,BURLINGTON,327120,19447.2379,,7.15932,69.852675,,,,,19525,"19,525","18,910",,Yes
54,2023,1068,Hiram Walker & Sons Ltd.,Walkerville,Windsor,312140,56463.9684,1384.081,45.0464,249.0205,,,,,0,"56,759","56,726",Dillon Consulting Ltd.,Yes
55,2023,1069,CRH Canada Group Inc.,Mississauga Cement Plant,Mississauga,327310,984276.5745,,3237.6288,2331.046,,,,,989846,"989,846","987,986",Brightspot Climate Inc.,Yes
56,2023,1070,Honda Canada Inc.,Honda of Canada Mfg.,Alliston,336110,57331.112,,31.248,262.191,,,,,57625,"57,625","57,625",GHD,Yes
57,2023,1072,Imperial Oil,Imperial Oil Nanticoke Refinery,Nanticoke,324110,1114107.205,,7883.386,4156.4985,,,,,1126148,"1,126,148","1,126,148",,No
58,2023,1073,Imperial Oil,Sarnia Chemical Plant,Sarnia,325110,255835.0406,,1942.545948,1218.410905,,,,,258996,"258,996","258,996",,No
59,2023,1074,Imperial Oil,Sarnia Refinery Plant,Sarnia,324110,1391418.652,,4120.254404,4784.824895,,,,,1400324,"1,400,324","1,400,324",Dillon Consulting Limited,Yes
60,2023,1075,Ingredion Canada Corporation,Ingredion Canada Corporation,Cardinal,311221,89575.2,,49.28,413.4,,,,,90038,"90,038","90,038",GHD Limited,Yes
61,2023,1076,Ingredion Canada Corporation,Ingredion Canada Incorporated - London Plant,London,311221,128719.78,,70.37324,592.116,,,,,129383,"129,383","129,383",GHD,Yes
62,2023,1078,"Innophos Canada, Inc.","Innophos Canada, Inc.",Lowbanks,325189,28608.4839,,10.902836,91.883715,,,,,28712,"28,712","28,685",GHD,Yes
63,2023,1079,IGPC Ethanol Inc.,IGPC Ethanol Inc.,Aylmer,325190,130004.187,37.52,127.905904,599.732895,,,,,130770,"130,732","130,732",GHD,Yes
64,2023,1080,Interlake Acquisition Corporation Limited,Biorigin Specialty Products,St. Catharines,322121,19427.48,,10.575628,88.856355,,,,,19527,"19,527","19,527",GHD Limited,Yes
65,2023,1081,INVISTA (Canada) Company,Kingston Site,Kingston,325220,74954.817,,40.852,343.44,,,,,75340,"75,340","75,340",GHD Limited,Yes
66,2023,1082,INVISTA (Canada) Company,INVISTA (Canada) Company-Maitland Site,Maitland,325190,83747.805,,26.572,223.13,63.45,,,,84061,"84,061","83,998",GHD Limited,Yes
67,2023,1083,Irving Consumer Products Limited,Irving Consumer Products Limited,TORONTO,322121,113858.4202,,600.249412,707.12441,,,,,115166,"115,166","115,166",Stantec Consulting Ltd.,Yes
68,2023,1084,Ivaco Rolling Mills 2004 L. P.,Ivaco Rolling Mills,L'Orignal,331110,106350.121,,56.481796,280.469905,,,,,106688,"106,688","106,688",ENVIRO-ACCÈS INC.,Yes
69,2023,1085,Jungbunzlauer Canada Inc.,Jungbunzlauer Canada Inc.,Port Colborne,325190,130649.5426,,71.274168,598.45692,,,,,131320,"131,320","131,320",GHD Limited,Yes
70,2023,1086,Labatt Brewing Company Ltd,Labatt Brewing Company Ltd,London,312120,25240.452,,13.832,115.646,,,,,25370,"25,370","25,364",MICONE Consulting Inc,Yes
71,2023,1087,Lafarge Canada Inc.,Bath Cement Plant,Bath,327310,707928.0043,9741.98,122.5868,871.5055,,,,,718665,"708,923","708,923",SCV Consulting Ltd.,Yes
72,2023,1090,London Health Sciences Centre,Victoria Hospital,London,622111,42225,,23.268,193.715,,,,,42442,"42,442","42,442",Dillon Consulting,Yes
73,2023,1091,Darling International Canada Inc.,Moorefield,Moorefield,311614,29917.1158,,16.419228,137.953965,,,,,30072,"30,072","30,072",SCV Consulting Ltd.,Yes
74,2023,1092,Maple Lodge Farms Ltd.,Maple Lodge Farms,Brampton,311615,30438.4,,16.5928,139.4165,,,,,30595,"30,595","30,595",RWDI AIR Inc.,Yes
75,2023,1093,Nemak of Canada Corp.,WINDSOR ALUMINUM PLANT,Windsor,331529,292.56,,0.162204,1.362895,,,,,295,295,295,,No
76,2023,1094,New Forest Paper Mills LP,New Forest Paper Mills LP,Scarborough,322130,58459,2659,15286.5104,308.3805,,,,,76713,"74,054","74,054",,Yes
77,2023,1096,Iroquois Falls Power Corp.,Iroquois Falls Generating Station,Iroquois Falls,221112,1921.0226,,12.912592,12.837395,,,,,1947,"1,947","1,947",Dillon Consulting Limited,Yes
78,2023,1097,Kingston CoGen Limited Partnership,Kingston CoGen,Bath,221112,934.2516,,5.960444,6.105865,,,,,947,947,947,Dillon Consulting Limited,Yes
79,2023,1098,Northland Power Inc.,Kirkland Lake Generating Station,Kirkland Lake,221112,18776.946,,136.108,130.38,,,,,19044,"19,044","19,044",Tetra Tech Canada Inc.,Yes
80,2023,1099,Northland Power Inc.,Thorold Cogen Generating Station,Thorold,221112,354722.2249,,2637.71508,2499.16995,,,,,359860,"359,860","359,860",Tetra Tech Canada Inc.,Yes
81,2023,1100,NOVA Chemicals Corporation (OBPS),Corunna Site,Corunna,325110,829636.0818,,4742.1724,6155.526,,,,,840534,"840,534","839,813",Dillon Consulting Limited,Yes
82,2023,1101,NOVA Chemicals Corporation (OBPS),Moore Site,Mooretown,325210,46113.5527,,62.8992,197.637,,,,,46375,"46,375","46,298",Dillon Consulting Limited,Yes
83,2023,1102,NOVA Chemicals Corporation,St. Clair River Site,Corunna,325210,62027.0888,,68.3424,289.7245,,,,,62386,"62,386","62,355",Dillon Consulting Limited,Yes
84,2023,1103,O-I Canada Corp.,Plant #31 Brampton,Brampton,327214,77852.8893,,35.5824,274.275,,,,,78163,"78,163","77,867",GHD,Yes
85,2023,1104,Ontario Power Generation Inc.,Atikokan Generating Station,Atikokan,221119,16543.93,149087.12,315.28,1481.35,,,,,167428,"18,341","18,341",,No
86,2023,1106,Ontario Power Generation Inc.,Lennox Generating Station,Greater Napanee,221112,94847.58,,399.84,551.2,,,,,95799,"95,799","95,799",Stantec Consulting Ltd,Yes
87,2023,1109,Oxy Vinyls Canada Co.,Niagara PVC Plant,Thorold,325210,45646.79,,26.1828,203.5995,,,,,45877,"45,877","45,711",GHD Ltd.,Yes
88,2023,1111,Petro-Canada Lubricants Inc.,Mississauga Lubricants Centre,Mississauga,324190,435173.0522,,2175.940116,2068.02078,,,,,439418,"439,418","457,520",Brightspot Climate Inc.,Yes
89,2023,1113,Plains Midstream Canada ULC,Sarnia Fractionation Plant,Sarnia,211110,170788.818,,386.62498,722.974325,,,,,171899,"171,899","171,881",Brightspot Climate Inc.,Yes
90,2023,1116,Portlands Energy Centre LP,Portlands Energy Centre,Toronto,221112,796198.6883,,5806.232712,5495.355085,,,,,807501,"807,501","807,501",GHD Limited,Yes
91,2023,1117,Queen's University at Kingston,Queen's University - Kingston Main Campus,Kingston,611310,40703,,21.364,191.595,,,,,40916,"40,916","40,916",GHD,Yes
92,2023,1118,Redpath Sugar Ltd,Toronto Refinery,Toronto,311310,71571.625,,39.3372,331.331355,,,,,71943,"71,943","71,943",Dillon Consulting Limited,Yes
93,2023,1120,Thunder Bay Pulp and Paper Inc.,Thunder Bay Operations,Thunder Bay,322112,183736.0082,1175222.906,1471.86872,7936.05782,,,,,1368367,"193,144","190,168",SCV Consulting Ltd.,Yes
94,2023,1121,ROXUL Inc.,ROXUL Inc.,Milton,327990,61428.5,,19.572,137.005,,,,,61586,"61,586","61,586",RWDI,Yes
95,2023,1122,Safety-Kleen Canada Inc. [principal],Oil Recovery Division,Breslau,324190,45596.4812,,8.8704,2803.329,,,,,48409,"48,409","45,122",Dillon Consulting Ltd.,Yes
96,2023,1123,Sanofi Pasteur Limited,Sanofi Pasteur Limited,Toronto,325410,54425.264,,298.48,334.43,,,,,55059,"55,059","55,059",PricewaterhouseCoopers LLP,Yes
97,2023,1125,Shell Canada Products,Sarnia Manufacturing Centre,Corunna,324110,760520.2776,,2592.78026,1907.60939,,72.160385,,,765093,"765,093","764,357",SCV Consulting Ltd.,Yes
98,2023,1126,Sonoco Canada Corporation,Sonoco Brantford,Brantford,322130,19248,,10.5616,90.63,,,,,19350,"19,350","19,350",Dillion Consulting,Yes
99,2023,1128,"St. Clair Power, LP",St. Clair Energy Center,Corunna,221112,878960.7207,,6368.6168,6027.4515,,117,,,891474,"891,474","891,357",GHD LTD,Yes
100,2023,1129,St. Marys Cement Inc. (Canada),Bowmanville Cement Plant,Bowmanville,327310,1027042.498,25007.33047,226.273992,943.57755,,,,,1053220,"1,028,213","1,028,213",GHD Limited,Yes
101,2023,1130,St. Marys Cement Inc. (Canada),St. Marys Cement Plant,St. Marys,327310,573825.7068,,173.218948,370.62529,,,,,574370,"574,370","574,370",GHD Limited (GHD),Yes
102,2023,1131,Strathcona Paper GP Inc.,Strathcona Paper LP,Napanee,322130,31972.831,,19.544,148.6915,,,,,32142,"32,142","32,126",Dillon Consulting Limited,Yes
103,2023,1132,INEOS Styrolution Canada Ltd.,INEOS Styrolution,Sarnia,325110,91378.4925,,736.0864,334.5625,,326.43,,,92776,"92,776","92,450",,Yes
104,2023,1133,Suncor Energy Products Partnership,Sarnia Refinery,Sarnia,324110,773699.8691,,4022.3092,3238.2205,,,,,780961,"780,961","780,961",RWDI AIR Inc.,Yes
105,2023,1134,Suncor Energy Inc.,St. Clair Ethanol Plant,Mooretown,325190,138507.7664,,75.754,636.5035,,,,,139221,"139,221","139,221",RWDI Air Inc.,Yes
106,2023,1135,Produits Forestiers GreenFirst (QC) Inc. / GreenFirst Forest Products (QC) Inc.,Kapuskasing Paper Mill,Kapuskasing,322122,27764.37,214894.174,15177.092,2450.72,,,,,260287,"45,393","30,587",Dillon Consulting,Yes
107,2023,1136,Algoma Tubes Inc.,Tenaris Algoma Tubes,Sault Ste. Marie,331210,85003.99,,53.76,405.715,,,,,85464,"85,464","85,465",Dillon Consulting Limited,Yes
108,2023,1137,Terra International (Canada) Inc.,CF Industries Courtright Nitrogen Complex,Courtright,325313,572428.4909,,9398.6032,12935.8425,,,,,594763,"594,763","771,962",RWDI Air Inc.,Yes
109,2023,1138,AV Terrace Bay Inc.,AV Terrace Bay,Terrace Bay,322112,131195.66,840817.13,7407.96,3923.59,,,,,983345,"142,528","142,223",SGS North America Inc,Yes
110,2023,1139,The International Group Inc.,Agincourt Plant,Toronto,324190,44742.8622,,24.8276,206.753,,,,,44975,"44,975","44,975",MICONE Consulting Inc,Yes
111,2023,1140,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada Inc. (Cambridge),Cambridge,336110,73227.066,,40.457508,354.79313,,,,,73623,"73,623","73,005",GHD,Yes
112,2023,1141,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada Inc. (Woodstock),Woodstock,336110,30545.547,,17.3348,169.73515,,,,,30733,"30,733","29,810",GHD,Yes
113,2023,1143,TransAlta Cogeneration L.P.,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,Ottawa,221112,28302.41692,,206.084816,195.044505,0,,,,28704,"28,704","28,706",Brightspot Climate Inc.,Yes
114,2023,1144,TransAlta Sarnia Cogeneration L.P.,Sarnia Regional Cogeneration Facility,Sarnia,221112,1098263.242,,7964.467616,7537.799655,,,,,1113766,"1,113,766","1,113,815",Brightspot Climate Inc.,Yes
115,2023,1145,TransAlta Cogeneration L.P.,Windsor Essex Cogeneration Plant,Windsor,221112,9928.788113,,72.119656,68.25605,0,,,,10070,"10,070","10,087",Brightspot Climate Inc.,Yes
116,2023,1146,Portlands Energy Centre LP,Halton Hills Generating Station,Halton Hills,221112,961861.1311,,6955.133444,6607.079905,,,,,975424,"975,424","975,424",GHD Limited,Yes
117,2023,1147,TransCanada PipeLines Limited,"TransCanada Pipeline, Ontario",Kenora,486210,1040787.15,,178395.952,7096.435,,,,,1226280,"1,226,280","1,076,294",Stantec Consulting Ltd.,Yes
118,2023,1148,Stelco Inc.,Hamilton,Hamilton,331110,228766.61,13966.26,23003.6856,2983.43625,,,,,268720,"254,754","229,370",Pricewaterhouse Coopers LLP,Yes
119,2023,1149,Stelco Inc.,Lake Erie,Haldimand County,331110,3749017.645,,28798.1974,3905.1884,,,,,3781722,"3,781,722","3,751,365",,Yes
120,2023,1151,University of Guelph,Guelph Campus,Guelph,611310,41229.46,,21.795312,194.48297,,,,,41446,"41,446","41,446",Dillon Consulting Limited,Yes
121,2023,1152,The Governing Council of the University of Toronto,St George Campus,Toronto,611310,70187.17,,38.08,320.65,,,,,70546,"70,546","70,546",GHD,Yes
122,2023,1153,The University of Western Ontario,Main Campus,London,611310,48609.3048,,45.022152,226.304965,,,,,48881,"48,881","48,881",RWDI Air Inc,Yes
123,2023,1157,Glencore,Kidd Metallurgical Site,Timmins/District of Cochrane,212233,29019.0553,,34.73428,278.75615,,,,,29333,"29,333","29,333",RWDI Air Inc.,Yes
124,2023,1158,Glencore Canada Corporation,Sudbury Integrated Nickel Operations Smelter,Falconbridge,331410,110190.0275,,28.0812,109.886225,,,,,110328,"110,328","110,327",Enviro-acces,Yes
125,2023,1159,York University,Keele Campus,Toronto,611310,59757.905,,326.371668,375.64704,,,,,60460,"60,460","60,088",GHD,Yes
126,2023,1160,York Energy Centre LP,York Energy Centre,Newmarket,221112,23468.4546,,201.3368,161.42475,,,,,23832,"23,832","23,801",KPMG Performance Registrar Inc.,Yes
127,2023,1161,Imperial Oil,Sarnia Cogen Plant,Sarnia,221112,395889.6159,,216.03036,1815.07245,,,,,397921,"397,921","397,921",,No
128,2023,1162,City of Hamilton,Glanbrook Landfill Site,Hamilton,562210,,9400,14685.2216,4.5633,,,,,24090,"14,690",10,,No
129,2023,1163,Greenfield Global Inc.,Tiverton,Tiverton,325190,28534.53,,15.5288,130.4595,,,,,28681,"28,681","28,681",KPMG Performance Registrar Inc.,Yes
130,2023,1164,Magna Exteriors Inc.,POLYCON INDUSTRIES,Guelph,336390,33579,,35.056,163.24,,,,,33778,"33,778","33,778",GHD Limited,Yes
131,2023,1165,University of Windsor,University of Windsor,WINDSOR,611310,15040,,85.372,96.46,,,,,15222,"15,222","15,222",University of Windsor,Yes
132,2023,1166,Rain Carbon Canada Inc.,Rain Carbon Canada Inc.,Hamilton,325190,29080,,15.568,134.143,,,,,29230,"29,230","29,230",GHD Ltd,Yes
133,2023,1167,Kawartha Ethanol Inc.,Kawartha Ethanol Inc.,Havelock,325190,58158.73,,31.9732,269.3195,,,,,58461,"58,461","58,397",MICONE Consulting Inc.,Yes
134,2023,1168,Vale Canada Limited,"Copper Cliff Mining, Smelting and Refining Complex",Copper Cliff,331410,324095.9417,,223.529992,1086.644955,23.453,,,,325430,"325,430","325,324",KPMG,Yes
135,2023,1169,"Magellan Aerospace Limited, Haley","Magellan Aerospace, Haley",HALEY,331529,4927.183,,3.102708,23.232815,43733.5,368.55,,,49056,"49,056","49,018",,No
136,2023,1170,McMaster University,MCMASTER UNIVERSITY,HAMILTON,611310,41708.638,,170.576,244.33,,,,,42124,"42,124","41,802",RWDI Air Inc.,Yes
137,2023,1171,Real Alloy Canada Ltd.,Real Alloy Mississauga,Mississauga,331317,17300.003,,10.17968,82.77275,,,,,17393,"17,393","17,393",GHD Limited Inc.,Yes
138,2023,1172,FCA Canada Inc.,Etobicoke Casting Plant,Toronto,331523,10111.1997,,44.1448,372.1925,,,,,10528,"10,528","10,152",GHD Inc.,Yes
139,2023,1174,ConAgra DMAT ULC,ConAgra DMAT ULC,Dresden,311420,10261.058,,5.82372,48.1717,,,,,10316,"10,316","10,316",,No
140,2023,1175,Bartek Ingredients Inc.,Plant #1,Stoney Creek,325999,9296.448579,,5.484724,42.406625,,,,,9345,"9,345","9,345",Dillon Consulting Limited,Yes
141,2023,1176,University of Waterloo,University of Waterloo-GHG,Waterloo,611310,30888,,16.8,151.05,,,,,31056,"31,056","31,056",,No
142,2023,1177,Darling International Canada Inc.,Dundas,Dundas,311614,21946.2798,,12.248208,101.390325,,,,,22060,"22,060","22,060",SCV Consulting Ltd.,Yes
143,2023,1178,Covanta Durham York Renewable Energy Limited Partnership,Durham York Energy Centre,Courtice,562210,70437.9025,96376.31876,1505.315224,1905.52013,,,,,170226,"73,849","73,849",,No
144,2023,1179,Carleton University,Carleton university,Ottawa,611310,28246,,15.4,136.74,,,,,28399,"28,399","28,399",Micone Consulting Inc.,Yes
145,2023,1180,"Hydro Extrusion Canada, Inc.",North York Division,Toronto,331317,18368,,10.052,87.45,,,,,18466,"18,466","18,270",,No
146,2023,1181,University of Ottawa,Physical Resources Service,Ottawa,611310,16794.30354,,9.211524,81.842865,,,,,16886,"16,886","16,886",Micone Consulting Inc.,Yes
147,2023,1183,Terrapure BR Ltd.,Toronto Facility,Mississauga,331490,20996.451,,6.2944,40.704,,,,,21044,"21,044","20,752",,No
148,2023,1184,Roseburg Forest Products Canada Ltd.,Roseburg Forest Products Canada Ltd. (Pembroke MDF),Pembroke,321216,31796.386,29050.238,64.2908,458.9535,,,,,61370,"32,320","32,320",SCV Consulting Ltd.,Yes
149,2023,1185,Great Lakes Copper Ltd.,Great Lakes Copper Ltd.,London,331420,10464.93,,6.646556,48.96935,,,,,10521,"10,521","10,521",GHD,Yes
150,2023,1186,ArcelorMittal long Products Canada G.P.,ArcelorMittal long Products Canada - Hamilton East,Hamilton,331222,15509.92,,11.184376,74.92027,,,,,15597,"15,597","15,597",Enviro-accès Inc.,Yes
151,2023,1187,Hamilton Health Sciences Corporation,Juravinski Hospital and Cancer Center Cogeneration Plant,Hamilton,622111,10592.7277,,76.6164,72.557,,,,,10742,"10,742","10,742",Dillon Consulting Limited,Yes
152,2023,1188,Hamilton Health Sciences Corporation,Hamilton General Hospital Cogeneration Plant,Hamilton,622111,7509.7176,,53.914,51.1185,,,,,7615,"7,615","7,615",Dillon Consulting Limited,Yes
153,2023,1189,Vale Canada Ltd,Port Colborne Refinery,Port Colborne,331410,13601.8731,,7.39032,50.54875,,,,,13660,"13,660","13,609",,No
154,2023,1191,ARLANXEO Canada Inc.,ARLANXEO Butyl,Sarnia,325210,12062.13,,651.112,80.03,,,,,12794,"12,794","12,794",Dillon Consulting Limited,Yes
