_id,Year,Ontario GHG ID,Facility Owner,Facility Name,Facility City,Facility Primary NAICS Code,Carbon dioxide (CO2) from non-biomass in CO2e (t),Carbon dioxide (CO2) from biomass in CO2e (t),Methane (CH4) in CO2e (t),Nitrous oxide (N2O) in CO2e (t),Sulphur hexafluoride (SF6) in CO2e (t),Hydrofluorocarbons (HFCs) in CO2e (t),Perfluorocarbons (PFCs) in CO2e (t),Nitrogen Trifluoride (NF3) in CO2e (t),Total CO2e from all sources in CO2e (t),Reporting Amount in CO2e (t),Verification Amount in CO2e (t),Accredited Verification Body,EPS Facility
2947,2015,1158,Glencore Canada Corporation,Sudbury Integrated Nickel Operations Smelter,Falconbridge,331410,113901.2162,0,12.3791,163.8133,0,0,0,0,114078,"114,078","114,078",Stantec Consulting Ltd.,
2948,2015,1159,York University,York University - Keele Campus,Toronto,611310,52345,0,149.268,362.08,0,0,0,0,52857,"52,857","52,857",GHD Limited (formerly CRA),
2949,2015,1160,York Energy Centre LP,York Energy Centre,Newmarket,221112,29356.313,0,160.818,237.46,0,0,0,0,29755,"29,755","29,755",NSF International,
2950,2015,1162,City of Hamilton,Glanbrook Landfill Site,Hamilton,562210,0,18605,7.14,10.54,0,0,0,0,18623,18,18,,
2951,2015,1163,GreenField Specialty Alcohols Inc.,Tiverton Plant,Tiverton,325190,32213.83,0,13.0578,173.972,0,0,0,0,32401,"32,401","32,401",KPMG Performance Registrar Inc.,
2952,2015,1164,Magna Exteriors and Interiors Corp.,POLYCON INDUSTRIES,Guelph,326193,24447.85,0,10.1955,134.23,0,0,0,0,24593,"24,593","24,593",GHD Limited (formerly CRA),
2953,2015,1165,University of Windsor,University of Windsor,Windsor,611310,26750,0,115.71,235.6,0,479.7,0,0,27582,"27,582","27,582",GHD Limited (formerly CRA),
2954,2015,1166,Ruetgers Canada Inc.,Ruetgers Canada Inc,Hamilton,325190,27197,0,11.151,146.63,0,0,0,0,27355,"27,355","27,355",GHD Limited (formerly CRA),
2955,2015,1167,Kawartha Ethanol Inc.,Kawartha Ethanol Inc.,Havelock,325190,26376,0,10.9137,143.592,0,0,0,0,26531,"26,531","26,531",GHD Limited (formerly CRA),
2956,2015,1168,Vale Canada Limited,"Copper Cliff Mining, Smelting and Refining Complex",Copper Cliff,331410,436172,0,143.2263,1993.951,0,0,0,0,438310,"438,310","438,310",Ernst & Young LLP,
2957,2015,1170,McMaster University,MCMASTER UNIVERSITY,Hamilton,611310,22612,0,9.2694,131.471,0,0,0,0,22753,"22,753","22,753",Stantec Consulting Ltd.,
2958,2015,1171,Real Alloy Canada Ltd.,Real Alloy Mississauga,Mississauga,331317,15871.167,0,6.552,90.83,0,0,0,0,15969,"15,969","15,969",RWDI AIR Inc.,
2959,2015,1172,FCA Canada Inc.,Etobicoke Casting Plant,Toronto,331523,13931,0,5.754,75.95,0,0,0,0,14013,"14,013","14,013",RWDI AIR Inc.,
2960,2015,1174,ConAgra DMAT ULC,ConAgra DMAT ULC,Dresden,311420,10075.798,0,4.389,73.16,0,0,0,0,10154,"10,154","10,154","Ruby Canyon Engineering, Inc.",
2961,2015,1175,Bartek Ingredients Inc.,Plant #1,Stoney Creek,325999,12708.19,0,5.3687,75.516,0,0,0,0,12790,"12,790","12,790",Internat Energy Solutions Canada Inc.,
2962,2015,1176,University of Waterloo,University of Waterloo,Waterloo,611310,31117,0,12.978,181.35,0,0,0,0,31312,"31,312","31,312",GHD Limited (formerly CRA),
2963,2015,1177,"Rothsay, a Division of Darling International Canada Inc.",Dundas,Dundas,311614,19926.9,0,8.2446,108.469,0,0,0,0,20044,"20,044","20,044",GHD Limited (formerly CRA),
2964,2015,1178,Covanta Durham York Renewable Energy Limited Partnership,Durham York Energy Centre,Courtice,562210,55459.25,58254.34,810.495,1614.17,0,0,0,0,116139,"57,884","57,884",GHD Limited (formerly CRA),
2965,2015,1179,Carleton University,Carleton university,Ottawa,611310,18279,0,7.56,105.4,0,0,0,0,18392,"18,392","18,392",GHD Limited (formerly CRA),
2966,2015,1180,Sapa Canada Inc.,Toronto Division,Toronto,331317,25143,0,10.395,137.02,0,0,0,0,25291,"25,291","25,291",GHD Limited (formerly CRA),
2967,2015,1181,University of Ottawa,Physical Resources Service,Ottawa,611310,16610.6964,0,6.88,96.3601,0,0,0,0,16714,"16,714","16,714",Internat Energy Solutions Canada Inc.,
2968,2015,1182,Campbell Co. of Canada,PLANT 051 - Toronto,Etobicoke,311410,25407,0,10.2789,137.1936,0,0,0,0,25555,"25,555","25,555",GHD Limited (formerly CRA),
2969,2015,1183,Tonolli Canada,TONOLLI CANADA LIMITED,Mississauga,331490,21975.23,0,40.2129,54.963,0,0,0,0,22071,"22,071","22,071",,
2970,2015,1184,Pembroke MDF Inc.,Pembroke MDF Inc.,Pembroke,321216,4614,48859,83.811,366.11,0,0,0,0,53923,"5,064","5,064",,
2971,2015,1185,Great Lakes Copper Ltd.,Formerly Wolverine Tube (Canada) Inc.,London,331420,12791,0,5.292,69.626,0,0,0,0,12866,"12,866","12,866",RWDI AIR Inc.,
2972,2015,1186,ArcelorMittal Hamilton East,ArcelorMittal Hamilton East,Hamilton,331222,25500,0,10.542,138.88,0,0,0,0,25650,"25,650","25,650",GHD Limited (formerly CRA),
2973,2015,1187,Hamilton Health Sciences Corporation,Juravinski Hospital and Cancer Center Cogeneration Plant,Hamilton,622111,23459,0,9.66,136.4,0,0,0,0,23606,"23,606","23,606",GHD Limited (formerly CRA),
2974,2015,1188,Hamilton Health Sciences Corporation,Hamilton General Hospital Cogeneration Plant,Hamilton,622111,18752,0,7.77,108.5,0,0,0,0,18869,"18,869","18,869",GHD Limited (formerly CRA),
2975,2015,1189,Vale Canada Limited,Port Colborne Refinery,Port Colborne,331410,17292.4,0,5.1744,68.076,0,0,0,0,17366,"17,366","17,366",Ernst & Young LLP,
2976,2015,1191,ARLANXEO Canada Inc.,LANXESS WEST,Sarnia,325210,13269.1,0,514.899,43.71,0,0,0,0,13828,"13,828","13,828",KPMG Performance Registrar Inc.,
2977,2015,1192,Glencore Canada Corporation,Sudbury Operations Mines/Mill - Onaping Area,Onaping,212232,12813.74,0,5.355,70.99,0,0,0,0,12891,"12,891","12,891",Stantec Consulting Ltd.,
2978,2015,1193,Goldcorp Canada Limited - Red Lake Gold Mines,Red Lake Gold Mines,Red Lake,212220,15457.6972,0,6.2136,121.4329,0,0,0,0,15586,"15,586","15,586",GHD Limited (formerly CRA),
2979,2015,1194,Apotex Inc.,Apotex Inc. Etobicoke site,Toronto,325410,13650.32,0,5.6608,75.175,0,0,0,0,13732,"13,732","13,732",SAI Global,
2980,2015,1195,Agriville Farms Ltd,Agriville Farms Ltd,Kingsville,111419,22162.682,5566.23,46.284,198.71,0,0,0,0,27974,"22,407","22,407","Ruby Canyon Engineering, Inc.",
2981,2015,1196,Mucci Farms Ltd,Mucci Farms Ltd.,Kingsville,111419,13798.884,0,5.313,75.64,0,0,0,0,13880,"13,880","13,880","Ruby Canyon Engineering, Inc.",
2982,2015,1197,Southshore Greenhouses Inc.,Southshore Greenhouses Plant 1,Kingsville,111419,15348.956,2221.814,21.021,115.32,0,0,0,0,17708,"15,486","15,486","Ruby Canyon Engineering, Inc.",
2983,2015,1198,GOLDCORP CANADA LTD,Porcupine Gold Mines,South Porcupine,212220,11229,0,4.6284,62.62,0,0,0,0,11297,"11,297","11,297",GHD Limited (formerly CRA),
2984,2015,1199,Greenhill Produce (Thamesville) Ltd.,Greenhill Produce (2),Kent Bridge,111419,18874.5,0,9.66,241.8,0,0,0,0,19126,"19,126","19,126",GHD Limited (formerly CRA),
2985,2015,1200,Chemtura Canada Co. Cie.,Elmira,Elmira,325999,10450.63,0,4.3239,56.885,0,0,0,0,10512,"10,512","10,512",GHD Limited (formerly CRA),
2986,2015,1201,Soave Hydroponics Company,Great Northern Hydroponics,Kingsville,111419,32241.2,0,13.293,186,0,0,0,0,32441,"32,441","32,441",GHD,
2987,2015,1203,Twin Peaks Hydroponics Inc.,Twin Peaks Hydroponics Inc.,Kingsville,111419,19995.24,0,8.4,120.9,0,0,0,0,20125,"20,125","20,125",GHD Limited (formerly CRA),
2988,2015,1204,1808278 Ontario Inc.,1808278 Ontario Inc.,Kingsville,111419,16418.89,0,6.93,96.1,0,0,0,0,16522,"16,522","16,522",GHD Limited (formerly CRA),
2989,2015,1205,DiCiocco Farms Eastside Inc,DiCiocco Farms Eastside,Leamington,111419,17430.82,0,7.14,99.2,0,0,0,0,17538,"17,538","17,538",GHD Limited (formerly CRA),
2990,2015,1206,Cervini Farms (1993) Inc.,Cervini Farms (1993) Inc.,Leamington,111419,10450.66,0,4.41,65.1,0,0,0,0,10521,"10,521","10,521",GHD Limited (formerly CRA),
2991,2015,1207,Canadian Mist Distillers Ltd.,Canadian Mist Distillers Limited,Collingwood,312140,12507.7,13,5.271,75.95,0,0,0,0,12602,"12,589","12,589",Stantec Consulting Ltd.,
2992,2015,1208,Enwave Windsor Limited Partnership,Enwave Windsor Limited Parnership,Windsor,221330,12923.69,0,5.4852,83.514,0,0,0,0,13013,"13,013","13,013",Internat Energy Solutions Canada Inc.,
2993,2015,1209,"Stackpole International Powder Metal, ULC",Stratford Operations,Stratford,333619,10322.2595,0,4.2708,56.1925,0,0,0,0,10383,"10,383","10,383",GHD Limited (formerly CRA),
2994,2015,1210,AMCO Farms Inc.,AMCO Farms Inc.,Leamington,111419,22545.74,365.77,17.535,130.82,0,0,0,0,23060,"22,694","22,694",GHD Limited (formerly CRA),
2995,2015,1212,Imerys Talc Canada Inc.,Timmins Micronizing Plant,Timmins,212398,12543,0,5.187,68.2,0,0,0,0,12617,"12,617","12,617",GHD Limited (formerly CRA),
2996,2015,1213,617885 Ontario Limited,617885 Ontario Limited o/a Jem Farms,Ruthven,111419,10295.16,0,4.2,58.9,0,0,0,0,10359,"10,359","10,359",GHD Limited (formerly CRA),
2997,2015,1214,Mastron Enterprises LTD,Mastron Enterprises LTD,Ruthven,111419,21450.64,0,8.82,124,0,0,0,0,21584,"21,584","21,584",GHD Limited (formerly CRA),
2998,2015,1215,Orangeline Farms Limited,Orangeline Farms Limited,Leamington,111419,10306,0,4.2,58.9,0,0,0,0,10370,"10,370","10,370",GHD Limited (formerly CRA),
2999,2015,1216,The Ottawa Hospital,Civic Hospital,Ottawa,622111,12895.2799,0,5.3357,74.4446,0,0,0,0,12976,"12,976","12,976",Enviro-Access Inc.,
3000,2015,1217,1329606 Ontario Limited,1329606 Ontario Limited,Leamington,111419,14059.134,0,5.817,81.22,0,0,0,0,14147,"14,147","14,147","Ruby Canyon Engineering, Inc.",
3001,2015,1218,Great Lakes Greenhouses Inc.,Great Lakes Greenhouses Inc.,Leamington,111419,28910.105,0,11.781,177.01,0,0,0,0,29099,"29,099","29,099","Ruby Canyon Engineering, Inc.",
3002,2015,1219,Goodyear Canada Inc.,Goodyear Canada Inc. Napanee Plant,Napanee,326210,17990.09,0,7.644,99.82,0,0,0,0,18098,"18,098","18,098",GHD Limited (formerly CRA),
3003,2015,1220,Kuntz Electroplating Inc.,KUNTZ ELECTROPLATING INC.,Kitchener,332810,10196.13,0,4.229,57.2849,0,0,0,0,10258,"10,258","10,258",GHD Limited (formerly CRA),
3004,2015,1221,Sunrite Greenhouses Ltd.,Sunrite Greenhouses Ltd,Kingsville,111419,13184.299,0,5.439,77.81,0,0,0,0,13268,"13,268","13,268","Ruby Canyon Engineering, Inc.",
3005,2015,1222,Nature Fresh Farms,Nature Fresh Plant 1,Leamington,111419,27028.979,19312.694,142.695,519.56,0,0,0,0,47004,"27,691","27,691","Ruby Canyon Engineering, Inc.",
3006,2015,1223,Nature Fresh Farms,Nature Fresh Plant 2,Leamington,111419,10019.29,0,4.809,100.44,0,0,0,0,10125,"10,125","10,125","Ruby Canyon Engineering, Inc.",
3007,2015,1224,Zochem Inc.,Zochem,Brampton,325189,18613,0,7.77,102.3,0,0,0,0,18724,"18,724","18,724",GHD Limited (formerly CRA),
3008,2015,1225,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P.,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P.,Windsor,332810,28906.2107,0,11.9599,157.36,0,0,0,0,29076,"29,076","29,076",GHD Limited (formerly CRA),
3009,2015,1226,Sunnybrook Health Sciences Centre,Bayview Campus,Toronto,622111,20517.6,0,8.4903,118.451,0,0,0,0,20645,"20,645","20,645",Enviro-Access Inc.,
3010,2015,1227,Booth Centennial Healthcare Linen Services,BOOTH CENTENNIAL HEALTHCARE LINEN SERVICES,Mississauga,812320,11147.73,0,4.62,65.1,0,0,0,0,11218,"11,218","11,218",GHD Limited (formerly CRA),
3011,2015,1228,Pomas Farms Inc,Pomas Farms Inc.,Staples,111419,12274.271,0,5.46,95.17,0,0,0,0,12375,"12,375","12,375","Ruby Canyon Engineering, Inc.",
3012,2015,1229,IKO Industries Ltd.,IKO Madoc,Madoc,212398,15099,0,6.237,82.15,0,0,0,0,15188,"15,188","15,188",RWDI AIR Inc.,
3013,2015,1230,IKO Industries Ltd.,IKO Hawkesbury,Hawkesbury,324122,11058,0,4.2,62,0,0,0,0,11125,"11,125","11,125",RWDI AIR Inc.,
3014,2015,1231,Platinum Produce Company,Platinum Produce,Blenheim,111419,15354.479,0,6.363,88.66,0,0,0,0,15450,"15,450","15,450","Ruby Canyon Engineering, Inc.",
3015,2015,1232,Kapital Produce Ltd,Kapital Produce Ltd,Ruthven,111419,16318.988,0,6.762,94.24,0,0,0,0,16420,"16,420","16,420","Ruby Canyon Engineering, Inc.",
3016,2015,1233,St. David's Hydroponics Ltd.,St. David's Hydroponics,Niagara on the Lake,111419,14761,0,6.09,86.8,0,0,0,0,14854,"14,854","14,854",GHD Limited (formerly CRA),
3017,2015,1234,Kimberly-Clark Inc.,"Kimberly Clark, Huntsville Mill",Huntsville,322121,16947.91,0,7.014,92.38,0,0,0,0,17048,"17,048","17,048",GHD Limited (formerly CRA),
3018,2015,1235,Magna Structural Systems Inc.,FORMET INDUSTRIES,St Thomas,336390,22764,0,9.45,124,0,0,0,0,22898,"22,898","22,898",GHD Limited (formerly CRA),
3019,2015,1236,MSSC Canada,MSSC Canada,Chatham,336330,13817,0,5.712,75.33,0,0,0,0,13899,"13,899","13,899",RWDI AIR Inc.,
3020,2015,1239,J C Fresh Farms Ltd,J.C. Fresh Farms Ltd.,Kingsville,111419,11901.478,0,4.914,68.82,0,0,0,0,11976,"11,976","11,976","Ruby Canyon Engineering, Inc.",
3021,2015,1240,BIOX Canada Limited,BIOX Canada Limited - Hamilton,Hamilton,325190,12233,0,5.061,66.65,0,0,0,0,12305,"12,305","12,305",GHD Limited (formerly CRA),
3022,2015,1241,Sun Grow Farms Inc.,Sun Grow Farms Inc.,Kingsville,111419,11722.608,0,4.851,67.58,0,0,0,0,11796,"11,796","11,796","Ruby Canyon Engineering, Inc.",
3023,2015,1242,Hendrickson Canada ULC,Hendrickson Springs,Stratford,332611,13711,0,5.6731,74.643,0,0,0,0,13792,"13,792","13,792",GHD Limited (formerly CRA),
3024,2015,1243,Axens Canada Specialty Aluminas Inc.,Brockville Activated Alumina Plant,Brockville,325999,10071.915,0,4.158,54.87,0,0,0,0,10131,"10,131","10,131",GHD Limited (formerly CRA),
3025,2015,1244,Canadian General-Tower Ltd.,Canadian General-Tower Ltd.,Cambridge,326114,15909.72,0,6.573,86.49,0,0,0,0,16003,"16,003","16,003",RWDI AIR Inc.,
3026,2015,1245,Panolam Industries Ltd.,Panolam Industries Ltd.,Huntsville,321216,17591.3,31476.5,218.925,512.43,0,0,0,0,49800,"18,323","18,323",Internat Energy Solutions Canada Inc.,
3027,2015,1246,Markham District Energy Inc.,Warden Energy Centre,Markham,221330,22606.65,0,9.3534,123.0663,0,0,0,0,22740,"22,740","22,740",RWDI AIR Inc.,
3028,2015,1247,Matalco Inc.,Matalco Brampton Facility,Brampton,331317,25564.4,0,10.584,139.19,0,0,0,0,25715,"25,715","25,715",GHD Limited (formerly CRA),
3029,2015,1248,PepsiCo Canada ULC,Cambridge Manufacturing,Cambridge,311919,19333,0,7.182,118.11,0,0,0,0,19459,"19,459","19,459",GHD Limited (formerly CRA),
3030,2015,1249,Molson Coors Canada,Toronto Brewery,Toronto,312120,15058.1,0,6.048,81.22,0,0,0,0,15146,"15,146","15,146",SAI Global,
3031,2015,1250,Columbia Forest Products Ltd.,Levesque Plywood - Levesque Division,Hearst,321211,12620,0,5.229,68.82,0,0,0,0,12695,"12,695","12,695",Internat Energy Solutions Canada Inc.,
3032,2015,1251,"Genpak, Division of Great Pacific Enterprises LP",GENPAK MISSISSAUGA,Mississauga,326140,12076,0,5.04,65.1,0,0,0,0,12147,"12,147","12,147",RWDI AIR Inc.,
3033,2015,1252,Hartmann Canada Inc.,Hartmann North America,Brantford,322299,15027.46,0,6.2181,81.809,0,0,0,0,15116,"15,116","15,116",RWDI AIR Inc.,
3034,2015,1254,St. Joseph's Healthcare Hamilton,St. Joseph's Healthcare Hamilton,Hamilton,622111,10425.9171,0,4.3137,60.1846,0,0,0,0,10491,"10,491","10,491",GHD Limited (formerly CRA),
3035,2015,1255,Patriot Forge Inc.,Brantford,Brantford,332113,17274.9587,0,7.1475,99.7211,0,0,0,0,17382,"17,382","17,382",GHD Limited (formerly CRA),
3036,2015,1256,Ontario Lottery and Gaming and Gaming Corporation operating as NIagara Fallsview CasinoResort,Fallsview Casino Resort,Niagara Falls,721120,12374.67,0,5.12,71.4339,0,0,0,0,12452,"12,452","12,452",Enviro-Access Inc.,
3037,2015,1257,Compass Minerals Canada Corporation,GODERICH PLANT,Goderich,212393,13430.72,0,5.46,71.3,0,0,0,0,13508,"13,508","13,508",GHD Limited (formerly CRA),
3038,2015,1258,William Osler Health System,William Osler Health System - Brampton Civic,Brampton,622111,11741.2036,0,5.1609,87.2275,0,0,0,0,11834,"11,834","11,834",GHD Limited (formerly CRA),
3039,2015,1259,Baycoat Ltd.,Baycoat Ltd.,Hamilton,332810,23954.5,0,9.912,130.2,0,0,0,0,24095,"24,095","24,095",GHD Limited (formerly CRA),
3040,2015,1261,Owens Corning Insulating Systems Canada LP,Toronto Plant,Toronto,327990,18251.65,0,7.4617,98.3385,0,0,0,0,18358,"18,358","18,358",GHD Limited (formerly CRA),
3041,2015,1262,Skyjack Inc.,Plant 1,Guelph,333920,10022,0,4.998,54.994,0,0,0,0,10082,"10,082","10,082",GHD Limited (formerly CRA),
3042,2015,1263,Owens Corning Composite Materials Canada LP,Guelph Glass Plant,Guelph,327214,17809.6023,0,7.3689,96.937,0,0,0,0,17914,"17,914","17,914",GHD Limited (formerly CRA),
3043,2015,1269,Ferrero Canada Limited,Ferrero Canada Limited,Brantford,311351,22054.14,0,9.1248,120.0584,0,0,0,0,22184,"22,184","22,184",GHD Limited (formerly CRA),
3044,2015,1271,Air Liquide Canada Inc.,Hamilton Oxyton,Hamilton,325120,11114,0,1.932,25.42,0,150.8,0,0,11293,"11,293","11,293",Enviro-Access Inc.,
3045,2015,1328,Unilever Canada,Rexdale Plant,Rexdale,311990,11371,0,4.704,62,0,0,0,0,11438,"11,438","11,438",,
3046,2015,1410,Impala Canada Ltd.,Impala Canada Ltd.,Thunder Bay,212299,13091,0,4.41,288.3,0,0,0,0,13384,"13,384","13,384",,
3047,2014,1001,ADM Agri-Industries Company,ADM AGRI-INDUSTRIES - ADM Windsor,Windsor,311224,63406.7237,0,25.7586,342.705,0,0,0,,63776,"63,776","63,776",Conestoga-Rovers & Associates Limited (CRA),
3048,2014,1002,Air Products Canada Ltd.,Corunna Hydrogen Facility,Corunna,325120,459950,0,0,0,0,0,0,,459950,"459,950","459,950",Conestoga-Rovers & Associates Limited (CRA),
3049,2014,1003,Emerald Energy From Waste Inc.,Emerald Energy from Waste Inc.,Brampton,562210,76465.21,37426.52,644.28,849.4,0,0,0,,115386,"77,959","77,959",Conestoga-Rovers & Associates Limited (CRA),
3050,2014,1005,ArcelorMittal Dofasco Inc.,Dofasco Hamilton,Hamilton,331110,5095434.499,0,19749.807,3141.385,0,0,0,,5118326,"5,118,326","5,118,326",PricewaterhouseCoopers LLP,
3051,2014,1006,Atlantic Packaging Products Ltd.,111 Progress,Scarborough,322130,36924,11547,15.2775,201.004,0,0,0,,48688,"37,141","37,141",Conestoga-Rovers & Associates Limited (CRA),
3052,2014,1007,Atlantic Power LP,Kapuskasing Power Plant,Kapuskasing,221112,117636,0,644.427,951.39,0,0,0,,119232,"119,232","119,232",Conestoga-Rovers & Associates Limited (CRA),
3053,2014,1008,Atlantic Power LP,Nipigon Power Plant,Nipigon,221112,92470,0,506.52,747.1,0,0,0,,93724,"93,724","93,724",Conestoga-Rovers & Associates Limited (CRA),
3054,2014,1009,Atlantic Power LP,North Bay,North Bay,221112,125782,0,689.01,1016.8,0,0,0,,127488,"127,488","127,488",Conestoga-Rovers & Associates Limited (CRA),
3055,2014,1010,Atlantic Power LP,Tunis Power Plant,Tunis,221112,117566,0,644.028,950.77,0,0,0,,119161,"119,161","119,161",Conestoga-Rovers & Associates Limited (CRA),
3056,2014,1011,Brampton Brick Limited,Brampton Brick,Brampton,327120,49532,0,10.92,145.7,0,0,0,,49689,"49,689","49,689",Stantec Consulting Ltd.,
3057,2014,1012,Brighton Beach Power L.P.,Brighton Beach Power,Windsor,221112,95928.26,0,524.055,776.55,0,0,0,,97229,"97,229","97,229",Conestoga-Rovers & Associates Limited (CRA),
3058,2014,1013,Brock University,University/Power Generation Facility,St. Catharines,611310,27613.38,0,127.26,213.9,0,0,0,,27955,"27,955","27,955",Conestoga-Rovers & Associates Limited (CRA),
3059,2014,1014,Lake Superior Power,Lake Superior Power,Sault Ste Marie,221112,49300.05,0,270.0684,398.691,0,0,0,,49969,"49,969","49,969",Conestoga-Rovers & Associates Limited (CRA),
3060,2014,1015,Bruce Power LP,Bruce Power,Tiverton,221113,3512,0,3.78,164.3,0,0,0,,3681,"3,681","3,681",Conestoga-Rovers & Associates Limited (CRA),
3061,2014,1016,Bunge Canada Holdings I ULC,Bunge Canada - Hamilton Plant,Hamilton,311224,47543.271,0,19.6709,258.8165,0,0,0,,47822,"47,822","47,822",Conestoga-Rovers & Associates Limited (CRA),
3062,2014,1017,Cabot Canada Limited,Cabot Canada Limited,Sarnia,325189,214875.98,0,2.1,27.9,0,0,0,,214906,"214,906","214,906",Conestoga-Rovers & Associates Limited (CRA),
3063,2014,1018,Canadian Gypsum Company,CGC Hagersville Plant,Hagersville,327420,51020.2043,0,21.1092,277.729,0,0,0,,51320,"51,320","51,320",Stantec Consulting Ltd.,
3064,2014,1019,"Cardinal Power of Canada, L.P.",Cardinal Power,Cardinal,221112,415968.15,0,2278.3643,3366.6992,0,0,0,,421614,"421,614","421,614",Stantec Consulting Ltd.,
3065,2014,1020,Carmeuse Lime Canada,Beachville Operation,Ingersoll,327410,440764.51,0,267.918,1859.69,0,0,0,,442893,"442,893","442,893",Stantec Consulting Ltd.,
3066,2014,1021,Carmeuse Lime Canada,Dundas Operations,Dundas,327410,402195.726,0,47.691,931.86,0,0,0,,403176,"403,176","403,176",Stantec Consulting Ltd.,
3067,2014,1022,Carmeuse Lime Canada,Northern Lime Limited,Blind River,327410,130466,0,109.41,2052.2,0,0,0,,132628,"132,628","132,628",Stantec Consulting Ltd.,
3068,2014,1023,Cascades Canada ULC.,"Norampac Trenton, a Division of Cascades Canada ULC.",Trenton,322130,39081.11,30361.36,220.206,614.11,0,0,0,,70277,"39,915","39,915",Enviro-Access Inc.,
3069,2014,1024,"CertainTeed Gypsum Canada, Inc.",Toronto Board Plant,Mississauga,327420,25916,0,10.7226,141.112,0,0,0,,26068,"26,068","26,068",Conestoga-Rovers & Associates Limited (CRA),
3070,2014,1025,FCA Canada Inc.,Brampton Assembly Plant,Brampton,336110,71537,0,29.589,389.36,0,0,0,,71956,"71,956","71,956",Ernst & Young LLP,
3071,2014,1026,FCA Canada Inc.,Windsor Assembly Plant,Windsor,336110,44643,0,18.48,242.73,0,0,0,,44905,"44,905","44,905",Ernst & Young LLP,
3072,2014,1027,City of Ottawa,Trail Road Waste Facility,Ottawa,562210,171.562,70738.452,297.8787,443.641,0,0,0,,71652,913,913,,
3073,2014,1028,City of Sault Ste. Marie,East Wastewater Treatment Plant,Sault Ste. Marie,221320,1065.171,0,0.4287,1158.7143,0,0,0,,2225,"2,225","2,225",,
3074,2014,1029,"Clean Harbors Canada, Inc.","Clean Harbors Canada, Inc",Corunna,562210,55769.95,0,4.4136,74.8526,0,0,0,,55850,"55,850","55,850",Conestoga-Rovers & Associates Limited (CRA),
3075,2014,1030,Columbian Chemicals Canada Ltd.,Hamilton,Hamilton,325189,261106.8913,0,1.7178,22.599,0,0,0,,261132,"261,132","261,132",Conestoga-Rovers & Associates Limited (CRA),
3076,2014,1031,Descor Industries Inc.,Descor Industries Inc.,Markham,337213,883.9817,0,0.3696,4.867,0,0,0,,890,890,890,,
3077,2014,1032,Domtar Inc.,Dryden Mill,Dryden,322112,74008.387,827019.51,5577.579,13550.3387,0,0,0,,920156,"93,136","93,136",KPMG Performance Registrar Inc.,
3078,2014,1033,Anthony Forest Products Company,Espanola Mill,Espanola,322121,159615,867134,5870.8734,14429.942,0,7.215,0,,1047058,"179,924","179,924",KPMG Performance Registrar Inc.,
3079,2014,1035,East Windsor Cogeneration LP,East Windsor Cogeneration Centre,Windsor,221112,68855.997,0,377.181,556.76,0,0,0,,69790,"69,790","69,790",NSF International,
3080,2014,1037,Eastern Power Ltd.,Keele Valley Landfill Gas Power Plant,Vaughan,221119,36907.311,66725.262,254.1,372,0,0,0,,104259,"37,533","37,533",Stantec Consulting Ltd.,
3081,2014,1038,Enbridge Gas Distribution Inc.,Enbridge Gas Distribution Inc.,North York,221210,41949.74,0,889.14,347.2,0,0,0,,43187,"43,187","43,187",Ernst & Young LLP,
3082,2014,1039,Enwave Energy Corporation,Pearl Street Steam Plant,Toronto,221330,108770.034,0,41.622,574.74,0,0,0,,109387,"109,387","109,387",Internat Energy Solutions Canada Inc.,
3083,2014,1040,Enwave Energy Corporation,Walton Street Steam Plant,Toronto,221330,98035.577,0,37.254,516.77,0,0,0,,98590,"98,590","98,590",Internat Energy Solutions Canada Inc.,
3084,2014,1041,Essar Power Canada Ltd.,Essar Power Canada Ltd,Sault Ste. Marie,221119,1367343.02,0,10159.086,3491.22,0,0,0,,1380994,"1,380,994","1,380,994",Conestoga-Rovers & Associates Limited (CRA),
3085,2014,1042,Essar Steel Algoma Inc.,Essar Steel Algoma Inc,Sault Ste. Marie,331110,2707484.714,0,23055.82,2029.4336,0,0,0,,2732570,"2,732,570","2,732,570",Conestoga-Rovers & Associates Limited (CRA),
3086,2014,1043,Essroc Canada Inc.,Picton  Plant,Picton,327310,542456.5672,0,667.4657,529.7683,0,0,0,,543654,"543,654","543,654",Ernst & Young LLP,
3087,2014,1045,Federal White Cement Ltd.,Woodstock Plant,Woodstock,327310,331603.066,0,82.8282,395.436,0,0,0,,332082,"332,082","332,082",Stantec Consulting Ltd.,
3088,2014,1046,Flakeboard Company Limited,Flakeboard Company Limited,Sault Ste Marie,321216,37216,54482,380.583,921.94,0,0,0,,93001,"38,519","38,519",Conestoga-Rovers & Associates Limited (CRA),
3089,2014,1047,"Ford Motor Company of Canada, Limited",Oakville Assembly Plant,Oakville,336110,82520.639,0,34.419,466.55,0,0,0,,83022,"83,022","83,022","Advanced Waste Management System, Inc.",
3090,2014,1049,Veresen Energy Infrastructure Inc.,London District Energy,London,221330,45610.156,0,249.8559,368.838,0,0,0,,46229,"46,229","46,229",NSF International,
3091,2014,1051,GDF Suez Energy Canada Inc.,West Windsor Power,Windsor,221112,321483.4306,0,1761.1083,2599.753,0,0,0,,325845,"325,845","325,845",RWDI AIR Inc.,
